T_initial,T_env,h_base,h_exponent,K_evap,freezing_time
9.50178874237951,-11.955739187384502,28.678966741214907,0.22800716300661522,6.177706405067645e-07,4.682257312786164
18.418518894557668,-6.220414109623612,16.323292091964415,0.688970047750795,1.4732616322921788e-07,9.237273753578071
77.32293540620437,-14.696641763226332,45.946000471820255,1.4295007563517739,8.842333704042307e-08,0.21585444507542367
54.06587033222801,-15.43105136271791,11.556987906703444,1.0741292601867218,6.718782344424303e-07,2.0777913512108834
63.550197856447205,-17.47662361768943,24.328731895592984,1.0960330095295576,6.433668575161019e-07,0.8728340218791821
57.93529736935752,-10.530518887884885,19.67822030386771,1.1215720001893499,2.796163878586241e-07,1.8709838285138074
17.517510692472907,-13.401150963198589,22.758105467012676,0.8811937829077081,6.884217667006794e-07,1.5823452916525054
61.0812966056484,-17.336268245457156,21.64398568871714,0.25553974900901993,1.304798565390219e-07,15.271942304655258
43.07347439541729,-10.855691913821982,43.551697917665756,0.84396808350736,5.944893045003548e-07,1.758753434791603
85.8647966175863,-14.291433864115174,39.30757132675859,1.2172722250373373,7.390800875713649e-07,0.5014132348065813
26.775105413039984,-17.826261465651708,19.95858789501669,0.047304760903917886,3.6099383060813697e-07,12.169760616292605
44.392954965133335,-13.462406573226557,16.45071023691672,1.2829486262188756,4.6064280526271827e-07,0.9514803534085872
27.642361190444785,-12.544248347899643,29.118668969201504,1.3437080553928675,3.050711167371384e-07,0.47987976297402285
43.73981261450422,-17.526964854249194,48.8180660054981,0.46989175500130326,6.328655604661305e-07,2.785284026191055
20.776685272080357,-10.663207380935653,32.03659105382344,0.7274772671614979,1.6357536303775054e-07,2.8349446071570665
56.71195012354529,-6.271888664077972,32.134649100183346,0.3061121367202211,7.978117920883001e-07,7.346548971387197
33.74297311970903,-9.026509248144714,39.79747901986106,0.4435342860170889,7.53363402819387e-07,4.7431520455368945
49.6468977377965,-16.210107689990778,14.168617411762675,0.20051532748305667,6.88081394754589e-07,9.401604414055386
60.20457009951865,-14.611484773051021,49.206136901538045,0.8592081375735883,2.6404124094441877e-08,1.2776368214575313
21.69290895570764,-18.956899887082837,48.28428431470002,0.47111848261965267,8.398104061481715e-07,1.8212230857854286
42.083662941905324,-12.773522560568301,24.124092454350365,0.10216752001235913,4.155870659364647e-07,12.403835689535661
92.83222740915534,-17.579535886329598,31.242195113620433,1.0343309044596172,4.3489968944674926e-08,0.976635487779435
87.1997721126728,-14.510851523047664,28.010981705477185,0.9581340570115842,3.789284329372879e-07,1.6180087838492194
78.07742758434908,-11.111708588907412,18.903106255412094,0.744705859655352,6.532836884625798e-07,4.457060737846326
25.07900380754272,-13.922091862253275,13.809617724242461,0.6781983876232474,3.014843382199335e-07,5.33595950214716
45.2035425114509,-8.575702577644517,47.07417419529885,0.0497597080507165,4.121412338713026e-07,11.190466495295025
63.045652703452745,-17.15786377925687,31.361761906964034,0.07972749979471294,2.0656309363682818e-07,15.273263740097061
26.609054800377514,-5.653277817094714,15.997502480576657,0.49479896317364386,8.158909018722444e-07,6.678599988343036
25.089332436385252,-15.690103716350968,26.102126987493257,1.0207441285957952,9.25967859960281e-07,0.9318780318995842
67.12098334745382,-18.304728113055315,14.022761959513645,1.4652916659562782,5.12724979444379e-07,0.42997032248291445
68.97110064187716,-15.539822374288397,43.99946826078597,0.806804114433102,8.630610733752669e-07,1.4030461159202041
78.31846246620746,-12.723540069871516,35.00029465125291,0.6348848239126912,6.543600358819685e-07,3.5202997086191163
41.21516121075778,-11.729537123536522,11.176331324080628,1.0143983719951803,8.548997475968871e-07,2.932542339737886
14.264434118353513,-8.156642000696374,40.992229803952156,0.22085914843589166,9.760638727129507e-07,3.7664731237611684
36.829775187580104,-7.49540409471937,31.975682928181502,0.47320432256788797,6.454678888470714e-07,5.776835609679304
69.03107988463971,-13.652065537365804,28.703509686595513,0.6154012093328007,6.301134776791647e-08,5.193847230982159
29.657410990974224,-11.670927633128867,19.11571807483989,0.08356936093573125,4.249451389315057e-07,12.602681285139074
20.62549778880749,-18.196594928081254,23.94057882251441,1.2991269521029407,8.868078854787308e-08,0.32426445164949974
92.36262810023484,-10.75209947645677,34.040568811283265,0.38192577633456654,8.420372716883489e-07,5.915812313336272
46.180204038968135,-18.59430035004124,33.250845912906605,0.7983503843105054,8.2943892170552e-07,1.4292145839255186
42.46599112946935,-16.030651472198624,14.274461602392057,1.4006159503768323,8.777412139498081e-08,0.6147297674978117
88.79162330214368,-14.525526718723825,30.459434592442022,0.2866062854905851,5.438641761821356e-08,14.484835315536634
12.794819076937546,-13.581302490428564,37.31355087653722,0.06709610064688187,1.0893310952961475e-08,10.289243893073149
48.100406183018336,-9.51161183458201,43.06230775122786,0.8493241415807062,7.75170983597289e-07,1.8430100479592169
11.816589860115771,-5.91619205908389,44.27747210941921,0.9114423584365905,8.56280791779769e-07,1.714921263406142
15.90414912791142,-18.223823491113414,37.382624331208234,0.6698716393987492,7.445402956939858e-07,1.2712878474203557
33.16878127350009,-13.065716714062575,41.99844846848925,0.2729886344178673,7.719069733323165e-07,5.046207555851729
76.68840407632979,-10.791959970014643,12.890060102916582,0.6650144045538269,4.22612162837114e-08,11.975264718862535
45.55487447723544,-14.27487475298962,25.820275919899274,0.7559152118350966,1.7108640542507177e-07,3.1292434963277183
77.80712482625447,-12.293876586320582,26.84787747623343,1.1480763345323903,8.209902165712236e-07,1.0393397883411828
50.08841752810436,-13.382741364580816,18.60754986055263,0.5207243656397054,4.344674535286692e-08,10.214366813803979
6.519966361076409,-8.4982460107149,17.21536168691906,1.3259955274146926,2.632224217532033e-07,0.9260092383888294
37.54026664627875,-18.715333207150717,43.20949652260612,0.14005028352587967,7.644119027911633e-07,5.69991659168699
22.838577180279536,-19.701517820347703,42.60237606880437,0.9664510293274595,5.026180254790251e-07,0.5034308499196447
15.811092641700732,-8.296989180619212,11.40294945616553,0.5193358040308951,1.847900516817234e-07,12.546937330598185
79.06392516693631,-10.058987507014162,34.71710182070413,1.3071220422603942,8.910073054511425e-07,0.6848204928283111
45.62451423582709,-19.099433633189822,44.55738423069456,0.5411802696615962,5.89722059130213e-07,2.420427548261316
81.65568528556523,-8.63919667028319,33.538755087324816,1.1199601873712184,1.1220529853349614e-07,1.5256885734826509
50.15962241768344,-12.946336321276933,38.87948636789161,0.752490035061782,7.33200094884284e-07,2.1389348246980884
77.29751259467439,-14.297692868084008,18.191281369287818,1.3089870341209249,2.574550583843108e-07,0.8139592823568373
78.37359432147946,-16.544830748117757,10.005819310500051,0.6913192538119861,2.814424873420746e-07,7.895859386088773
77.99786844571781,-7.545054566028011,40.78015102248432,1.3749936499459903,7.493823872739711e-07,0.7238910300886119
94.6885256562656,-18.138555127734087,49.709481463021305,0.7859452455015581,2.2585788948152593e-07,1.3495469015656008
20.67974918164456,-9.170748285040936,39.25530133646619,1.4895955971060513,4.1295351454893716e-07,0.36470678821530844
57.04133032435193,-6.1052076759972636,17.922006694164114,0.2914222840069829,2.7741004552374926e-08,36.06471512786428
49.312077495927596,-17.08169514616676,47.46162750920755,0.04933162995906898,1.863262746369319e-07,12.343235452942162
15.43880159196781,-14.903709570506706,35.117814301808934,0.42813963827177187,1.1240097805305886e-07,3.5872158721934704
92.5129105825321,-7.70538110096336,44.894248229011914,0.7789465485414193,6.306095372123753e-07,2.9226154005018996
8.78907088645436,-14.618087486937013,35.38861040628992,0.4737975289598754,1.4692333964208452e-07,2.2467872068378947
43.24730304224097,-5.887941294751139,43.95249608826169,0.08340356093445911,2.5303113083370473e-07,15.862969380090684
30.947551782684645,-7.406313099008851,41.24915145815333,1.394322033178147,6.223591643128906e-07,0.6581573219085879
27.14609911450854,-17.91246869002337,21.103302651651802,0.15724443416311795,6.489791479724085e-07,7.322063844657065
38.219365817055284,-18.253267892097792,12.355599942558744,0.8672254674461547,8.704402326879072e-07,2.469391009059428
46.05042392326035,-16.06144182645786,32.72745086813381,0.979597417516836,2.721729088773742e-07,1.0502328690828926
14.62774839836457,-9.024716021634278,49.17107204660809,0.376008862822882,2.3322748478810718e-07,4.307697197255521
11.488423415280046,-6.134737718744714,45.08062652165377,0.4057744596803013,1.4033353421659672e-07,5.766371179269691
90.16515948014741,-13.814835303308833,18.417062068892193,0.8416663547279093,5.300877650745182e-07,3.2408433387607163
73.1772808137366,-5.520595328041686,17.47717111373622,1.2539933182459029,6.427476071388187e-07,2.7637532814062142
28.362118311176566,-15.763311877179262,33.69537030709456,0.19374388022875272,8.440307615406407e-07,5.863490637198343
10.775230020989259,-18.752597348157924,12.894826385702572,0.22487731149765183,5.258743670190532e-07,5.350901739945701
94.47956490500616,-7.675064654220456,22.73301568117208,1.2624437919114933,2.1229875160687802e-07,1.702014066785941
46.6118638693846,-9.969488975899639,46.99590562273666,1.0135066135527455,7.784825044680234e-07,1.0954510004193636
14.190527866907049,-16.82365649373321,17.035404313379576,0.0072093848841435215,8.662060391695777e-07,5.391318747245412
46.38299248879798,-6.036559424126667,18.803809786928678,0.6377873419438027,6.112836480116636e-07,7.036629282293965
